date,player_1,player_2,winner,p1_rank,p2_rank
2024-08-26,Alexander Zverev,Maximilian Marterer,Alexander Zverev,4.0,100.0
2024-08-26,Thiago Seyboth Wild,Andrey Rublev,Andrey Rublev,68.0,6.0
2024-08-26,Arthur Rinderknech,Christopher Eubanks,Arthur Rinderknech,56.0,106.0
2024-08-26,Hugo Grenier,Mitchell Krueger,Mitchell Krueger,173.0,179.0
2024-08-26,Jiri Lehecka,Marton Fucsovics,Jiri Lehecka,38.0,81.0
2024-08-26,Luciano Darderi,Sebastian Baez,Sebastian Baez,37.0,23.0
2024-08-26,Tallon Griekspoor,Sumit Nagal,Tallon Griekspoor,40.0,73.0
2024-08-26,Alejandro Davidovich Fokina,Rinky Hijikata,Rinky Hijikata,59.0,62.0
2024-08-26,Grigor Dimitrov,Kyrian Jacquet,Grigor Dimitrov,9.0,209.0
2024-08-26,Dominic Thiem,Ben Shelton,Ben Shelton,210.0,13.0
2024-08-26,Roberto Bautista Agut,Luca Nardi,Roberto Bautista Agut,67.0,90.0
2024-08-26,Dominik Koepfer,Alexander Shevchenko,Alexander Shevchenko,83.0,61.0
2024-08-26,Frances Tiafoe,Aleksandar Kovacevic,Frances Tiafoe,20.0,76.0
2024-08-26,Soon Woo Kwon,Alexei Popyrin,Alexei Popyrin,340.0,28.0
2024-08-26,Pedro Martinez,Maks Kasnikowski,Pedro Martinez,43.0,194.0
2024-08-26,Jan Lennard Struff,Laslo Djere,Laslo Djere,35.0,109.0
2024-08-26,Novak Djokovic,Radu Albot,Novak Djokovic,2.0,138.0
2024-08-26,Alex Michelsen,Jannik Sinner,Jannik Sinner,49.0,1.0
2024-08-26,Christopher Oconnell,Mattia Bellucci,Christopher Oconnell,87.0,101.0
2024-08-26,Arthur Fils,Gabriel Diallo,Gabriel Diallo,24.0,143.0
2024-08-26,Tommy Paul,Max Purcell,Tommy Paul,14.0,97.0
2024-08-26,Thanasi Kokkinakis,Nuno Borges,Nuno Borges,86.0,34.0
2024-08-26,Jakub Mensik,Tristan Schoolkate,Jakub Mensik,65.0,193.0
2024-08-26,Zizou Bergs,Flavio Cobolli,Flavio Cobolli,80.0,31.0
2024-08-26,Daniil Medvedev,Fabian Marozsan,Daniil Medvedev,5.0,51.0
2024-08-26,Carlos Alcaraz,Botic Van De Zandschulp,Botic Van De Zandschulp,3.0,74.0
2024-08-26,Jack Draper,Facundo Diaz Acosta,Jack Draper,25.0,64.0
2024-08-26,Adrian Mannarino,David Goffin,David Goffin,42.0,78.0
2024-08-26,Tomas Machac,Sebastian Korda,Tomas Machac,39.0,16.0
2024-08-26,Otto Virtanen,Alex De Minaur,Alex De Minaur,125.0,10.0
2024-08-26,Daniel Evans,Mariano Navone,Daniel Evans,184.0,36.0
2024-08-26,Roman Safiullin,Matteo Arnaldi,Matteo Arnaldi,57.0,30.0
2024-08-26,Jordan Thompson,Hubert Hurkacz,Jordan Thompson,32.0,7.0
2024-08-26,Gael Monfils,Casper Ruud,Casper Ruud,45.0,8.0
2024-08-26,Juncheng Shang,Roberto Carballes Baena,Juncheng Shang,72.0,55.0
2024-08-26,Ugo Humbert,Francisco Comesana,Francisco Comesana,17.0,108.0
2024-08-26,Taylor Fritz,Matteo Berrettini,Taylor Fritz,12.0,44.0
2024-08-26,Arthur Cazaux,Brandon Nakashima,Brandon Nakashima,91.0,50.0
2024-08-26,Lorenzo Musetti,Miomir Kecmanovic,Lorenzo Musetti,18.0,54.0
2024-08-26,Francisco Cerundolo,Tomas Martin Etcheverry,Tomas Martin Etcheverry,29.0,33.0
2024-08-26,Alexander Zverev,Alexandre Muller,Alexander Zverev,4.0,77.0
2024-08-26,Arthur Rinderknech,Andrey Rublev,Andrey Rublev,56.0,6.0
2024-08-26,Jiri Lehecka,Mitchell Krueger,Jiri Lehecka,38.0,179.0
2024-08-26,Sebastian Baez,Tallon Griekspoor,Tallon Griekspoor,23.0,40.0
2024-08-26,Grigor Dimitrov,Rinky Hijikata,Grigor Dimitrov,9.0,62.0
2024-08-26,Roberto Bautista Agut,Ben Shelton,Ben Shelton,67.0,13.0
2024-08-26,Frances Tiafoe,Alexander Shevchenko,Frances Tiafoe,20.0,61.0
2024-08-26,Pedro Martinez,Alexei Popyrin,Alexei Popyrin,43.0,28.0
2024-08-26,Novak Djokovic,Laslo Djere,Novak Djokovic,2.0,109.0
2024-08-26,Christopher Oconnell,Jannik Sinner,Jannik Sinner,87.0,1.0
2024-08-26,Tommy Paul,Gabriel Diallo,Tommy Paul,14.0,143.0
2024-08-26,Jakub Mensik,Nuno Borges,Nuno Borges,65.0,34.0
2024-08-26,Daniil Medvedev,Flavio Cobolli,Daniil Medvedev,5.0,31.0
2024-08-26,Botic Van De Zandschulp,Jack Draper,Jack Draper,74.0,25.0
2024-08-26,Tomas Machac,David Goffin,Tomas Machac,39.0,78.0
2024-08-26,Daniel Evans,Alex De Minaur,Alex De Minaur,184.0,10.0
2024-08-26,Jordan Thompson,Matteo Arnaldi,Jordan Thompson,32.0,30.0
2024-08-26,Juncheng Shang,Casper Ruud,Casper Ruud,72.0,8.0
2024-08-26,Taylor Fritz,Francisco Comesana,Taylor Fritz,12.0,108.0
2024-08-26,Lorenzo Musetti,Brandon Nakashima,Brandon Nakashima,18.0,50.0
2024-08-26,Alexander Zverev,Tomas Martin Etcheverry,Alexander Zverev,4.0,33.0
2024-08-26,Jiri Lehecka,Andrey Rublev,Andrey Rublev,38.0,6.0
2024-08-26,Grigor Dimitrov,Tallon Griekspoor,Grigor Dimitrov,9.0,40.0
2024-08-26,Ben Shelton,Frances Tiafoe,Frances Tiafoe,13.0,20.0
2024-08-26,Alexei Popyrin,Novak Djokovic,Alexei Popyrin,28.0,2.0
2024-08-26,Tommy Paul,Jannik Sinner,Jannik Sinner,14.0,1.0
2024-08-26,Daniil Medvedev,Nuno Borges,Daniil Medvedev,5.0,34.0
2024-08-26,Tomas Machac,Jack Draper,Jack Draper,39.0,25.0
2024-08-26,Alex De Minaur,Jordan Thompson,Alex De Minaur,10.0,32.0
2024-08-26,Casper Ruud,Taylor Fritz,Taylor Fritz,8.0,12.0
2024-08-26,Alexander Zverev,Brandon Nakashima,Alexander Zverev,4.0,50.0
2024-08-26,Andrey Rublev,Grigor Dimitrov,Grigor Dimitrov,6.0,9.0
2024-08-26,Frances Tiafoe,Alexei Popyrin,Frances Tiafoe,20.0,28.0
2024-08-26,Daniil Medvedev,Jannik Sinner,Jannik Sinner,5.0,1.0
2024-08-26,Jack Draper,Alex De Minaur,Jack Draper,25.0,10.0
2024-08-26,Alexander Zverev,Taylor Fritz,Taylor Fritz,4.0,12.0
2024-08-26,Frances Tiafoe,Grigor Dimitrov,Frances Tiafoe,20.0,9.0
2024-08-26,Jack Draper,Jannik Sinner,Jannik Sinner,25.0,1.0
2024-08-26,Taylor Fritz,Frances Tiafoe,Taylor Fritz,12.0,20.0
2024-08-26,Taylor Fritz,Jannik Sinner,Jannik Sinner,12.0,1.0
2024-09-10,Botic Van De Zandschulp,Raphael Collignon,Botic Van De Zandschulp,68.0,194.0
2024-09-10,Tallon Griekspoor,Zizou Bergs,Zizou Bergs,39.0,72.0
2024-09-10,Thanasi Kokkinakis,Arthur Fils,Thanasi Kokkinakis,78.0,25.0
2024-09-10,Alexei Popyrin,Ugo Humbert,Ugo Humbert,24.0,18.0
2024-09-10,Maximilian Marterer,Lukas Klein,Maximilian Marterer,104.0,127.0
2024-09-10,Jozef Kovalik,Yannick Hanfmann,Yannick Hanfmann,113.0,96.0
2024-09-10,Denis Shapovalov,Francisco Cerundolo,Denis Shapovalov,100.0,31.0
2024-09-10,Sebastian Baez,Felix Auger Aliassime,Felix Auger Aliassime,26.0,21.0
2024-09-11,Matteo Berrettini,Joao Fonseca,Matteo Berrettini,43.0,158.0
2024-09-11,Thiago Monteiro,Matteo Arnaldi,Matteo Arnaldi,76.0,33.0
2024-09-11,Roberto Bautista Agut,Jiri Lehecka,Roberto Bautista Agut,62.0,37.0
2024-09-11,Tomas Machac,Carlos Alcaraz,Carlos Alcaraz,35.0,3.0
2024-09-11,Reilly Opelka,Cristian Garin,Reilly Opelka,309.0,115.0
2024-09-11,Alejandro Tabilo,Brandon Nakashima,Brandon Nakashima,22.0,40.0
2024-09-11,Daniel Evans,Eero Vasa,Daniel Evans,178.0,703.0
2024-09-11,Otto Virtanen,Billy Harris,Billy Harris,109.0,101.0
2024-09-12,Joao Fonseca,Botic Van De Zandschulp,Joao Fonseca,158.0,68.0
2024-09-12,Thiago Monteiro,Tallon Griekspoor,Tallon Griekspoor,76.0,39.0
2024-09-12,Thanasi Kokkinakis,Jakub Mensik,Thanasi Kokkinakis,78.0,67.0
2024-09-12,Tomas Machac,Alexei Popyrin,Alexei Popyrin,35.0,24.0
2024-09-12,Maximilian Marterer,Tomas Barrios Vera,Maximilian Marterer,104.0,162.0
2024-09-12,Alejandro Tabilo,Yannick Hanfmann,Yannick Hanfmann,22.0,96.0
2024-09-12,Denis Shapovalov,Eero Vasa,Denis Shapovalov,100.0,703.0
2024-09-12,Otto Virtanen,Felix Auger Aliassime,Felix Auger Aliassime,109.0,21.0
2024-09-13,Matteo Berrettini,Alexander Blockx,Matteo Berrettini,43.0,253.0
2024-09-13,Flavio Cobolli,Zizou Bergs,Zizou Bergs,32.0,72.0
2024-09-13,Roberto Bautista Agut,Arthur Fils,Roberto Bautista Agut,62.0,25.0
2024-09-13,Ugo Humbert,Carlos Alcaraz,Carlos Alcaraz,18.0,3.0
2024-09-13,Mackenzie Mcdonald,Lukas Klein,Mackenzie Mcdonald,149.0,127.0
2024-09-13,Jozef Kovalik,Brandon Nakashima,Brandon Nakashima,113.0,40.0
2024-09-13,Tomas Martin Etcheverry,Daniel Evans,Tomas Martin Etcheverry,34.0,178.0
2024-09-13,Jack Draper,Francisco Cerundolo,Francisco Cerundolo,20.0,31.0
2024-09-13,Jurij Rodionov,Yanki Erel,Jurij Rodionov,170.0,536.0
2024-09-13,Cem Ilkel,Lukas Neumayer,Lukas Neumayer,474.0,262.0
2024-09-13,Lukas Neumayer,Cem Ilkel,Lukas Neumayer,262.0,474.0
2024-09-13,Vilius Gaubas,Borna Gojo,Borna Gojo,182.0,439.0
2024-09-13,Duje Ajdukovic,Edas Butvilas,Duje Ajdukovic,105.0,368.0
2024-09-13,Vilius Gaubas,Matej Dodig,Matej Dodig,182.0,291.0
2024-09-13,Zsombor Piros,Amr Elsayed Abdou Ahmed Mohamed,Zsombor Piros,222.0,643.0
2024-09-13,Mate Valkusz,Mohamed Safwat,Mohamed Safwat,402.0,415.0
2024-09-13,Zsombor Piros,Mohamed Safwat,Zsombor Piros,222.0,415.0
2024-09-13,Faris Zakaryia,Mate Valkusz,Mate Valkusz,923.0,402.0
2024-09-13,Yshai Oliel,Oleksandr Ovcharenko,Yshai Oliel,463.0,416.0
2024-09-13,Vitaliy Sachko,Daniel Cukierman,Daniel Cukierman,386.0,508.0
2024-09-13,Yshai Oliel,Oleksii Krutykh,Yshai Oliel,463.0,493.0
2024-09-13,Jaime Faria,Nicolai Budkov Kjaer,Nicolai Budkov Kjaer,157.0,737.0
2024-09-13,Henrique Rocha,Casper Ruud,Henrique Rocha,159.0,9.0
2024-09-13,Jaime Faria,Casper Ruud,Casper Ruud,157.0,9.0
2024-09-13,Seong Chan Hong,Maks Kasnikowski,Seong Chan Hong,141.0,173.0
2024-09-13,Kamil Majchrzak,Soon Woo Kwon,Soon Woo Kwon,163.0,344.0
2024-09-13,Jerome Kym,Ignacio Buse,Jerome Kym,151.0,212.0
2024-09-13,Juan Pablo Varillas,Marc Andrea Huesler,Marc Andrea Huesler,179.0,171.0
2024-09-13,Remy Bertola,Gonzalo Bueno,Remy Bertola,286.0,273.0
2024-09-13,Joaquin  Aguilar Cardozo ,Hugo Dellien,Hugo Dellien,851.0,106.0
2024-09-13,Franco Roncadelli,Murkel Alejandro Dellien Velasco,Franco Roncadelli,366.0,183.0
2024-09-13,Hugo Dellien,Franco Roncadelli,Franco Roncadelli,106.0,366.0
2024-09-13,Cezar Cretu,Bu Yunchaokete,Cezar Cretu,292.0,112.0
2024-09-13,Yi Zhou,Gabi Adrian Boitan,Gabi Adrian Boitan,527.0,364.0
2024-09-13,Bu Yunchaokete,Gabi Adrian Boitan,Bu Yunchaokete,112.0,364.0
2024-09-13,Rigele Te,Cezar Cretu,Cezar Cretu,636.0,292.0
2024-09-13,Skander Mansouri,Michael Agwi,Michael Agwi,681.0,487.0
2024-09-13,Aziz Dougaz,Conor Gannon,Aziz Dougaz,228.0,1294.0
2024-09-13,Aziz Dougaz,Michael Agwi,Michael Agwi,228.0,487.0
2024-09-13,Skander Mansouri,Conor Gannon,Skander Mansouri,681.0,1294.0
2024-09-13,Sergey Fomin,Mark Lajal,Mark Lajal,537.0,224.0
2024-09-13,Khumoun Sultanov,Kristjan Tamm,Khumoun Sultanov,236.0,978.0
2024-09-13,Mark Lajal,Khumoun Sultanov,Khumoun Sultanov,224.0,236.0
2024-09-14,Joao Fonseca,Raphael Collignon,Joao Fonseca,158.0,194.0
2024-09-14,Zizou Bergs,Thiago Monteiro,Thiago Monteiro,72.0,76.0
2024-09-14,Jakub Mensik,Arthur Rinderknech,Jakub Mensik,67.0,58.0
2024-09-14,Jiri Lehecka,Arthur Fils,Arthur Fils,37.0,25.0
2024-09-14,Reilly Opelka,Henri Squire,Reilly Opelka,309.0,187.0
2024-09-14,Maximilian Marterer,Brandon Nakashima,Brandon Nakashima,104.0,40.0
2024-09-14,Tomas Martin Etcheverry,Eero Vasa,Tomas Martin Etcheverry,34.0,703.0
2024-09-14,Otto Virtanen,Francisco Cerundolo,Francisco Cerundolo,109.0,31.0
2024-09-14,Adria Soriano Barrera,Yoshihito Nishioka,Yoshihito Nishioka,460.0,54.0
2024-09-14,Kei Nishikori,Nicolas Mejia,Kei Nishikori,205.0,237.0
2024-09-14,Nicolas Mejia,Yoshihito Nishioka,Yoshihito Nishioka,237.0,54.0
2024-09-14,Elmer Moller,Alexander Bublik,Elmer Moller,247.0,27.0
2024-09-14,Alexander Shevchenko,August Holmgren,August Holmgren,57.0,166.0
2024-09-14,Beibit Zhukayev,Philip Hjorth,Beibit Zhukayev,200.0,880.0
2024-09-14,Aristotelis Thanos,Miomir Kecmanovic,Miomir Kecmanovic,713.0,53.0
2024-09-14,Novak Djokovic,Ioannis Xilas,Novak Djokovic,4.0,770.0
2024-09-14,Dusan Lajovic,Demetris Azoides,Demetris Azoides,65.0,1054.0
2024-09-14,Leo Borg,Ramkumar Ramanathan,Leo Borg,603.0,332.0
2024-09-14,Siddharth Vishwakarma,Elias Ymer,Elias Ymer,588.0,238.0
2024-09-14,Mirza Basic,Chun Hsin Tseng,Mirza Basic,579.0,121.0
2024-09-14,Damir Dzumhur,Tung Lin Wu,Tung Lin Wu,86.0,318.0
2024-09-14,Damir Dzumhur,Chun Hsin Tseng,Damir Dzumhur,86.0,121.0
2024-09-14,Mirza Basic,Tung Lin Wu,Tung Lin Wu,579.0,318.0
2024-09-14,Alan Fernando Rubio Fierros,Saba Purtseladze,Alan Fernando Rubio Fierros,707.0,427.0
2024-09-14,Rodrigo Pacheco Mendez,Aleksandre Bakshi,Aleksandre Bakshi,444.0,512.0
2024-09-14,Rodrigo Pacheco Mendez,Saba Purtseladze,Rodrigo Pacheco Mendez,444.0,427.0
2024-09-14,Alan Fernando Rubio Fierros,Aleksandre Bakshi,Aleksandre Bakshi,707.0,512.0
2024-09-14,Andres Andrade,Jack Cheng,Andres Andrade,250.0,1600.0
2024-09-14,Marcos Lee Chan Baratau,Coleman Wong,Coleman Wong,1320.0,137.0
2024-09-14,Coleman Wong,Andres Andrade,Coleman Wong,137.0,250.0
2024-09-14,Benjamin Hassan,Alec Beckley,Benjamin Hassan,195.0,641.0
2024-09-14,Philip Henning,Hady Habib,Hady Habib,360.0,268.0
2024-09-14,Benjamin Hassan,Philip Henning,Benjamin Hassan,195.0,360.0
2024-09-14,Alex Knaff,Kiranpal Pannu,Alex Knaff,644.0,454.0
2024-09-14,Ajeet Rai,Chris Rodesch,Chris Rodesch,498.0,507.0
2024-09-14,Jack Loutit,Chris Rodesch,Jack Loutit,790.0,507.0
2024-09-14,Jose Rubin Statham,Alex Knaff,Alex Knaff,837.0,644.0
2024-09-15,Matteo Berrettini,Botic Van De Zandschulp,Matteo Berrettini,43.0,68.0
2024-09-15,Tallon Griekspoor,Flavio Cobolli,Flavio Cobolli,39.0,32.0
2024-09-15,Pablo Carreno Busta,Jordan Thompson,Pablo Carreno Busta,207.0,29.0
2024-09-15,Pedro Martinez,Alexei Popyrin,Alexei Popyrin,42.0,24.0
2024-09-15,Cristian Garin,Norbert Gombos,Cristian Garin,115.0,408.0
2024-09-15,Alejandro Tabilo,Jozef Kovalik,Jozef Kovalik,22.0,113.0
2024-09-15,Denis Shapovalov,Daniel Evans,Denis Shapovalov,100.0,178.0
2024-09-15,Jack Draper,Felix Auger Aliassime,Felix Auger Aliassime,20.0,21.0
2024-09-18,Juncheng Shang,Lorenzo Musetti,Juncheng Shang,67.0,19.0
2024-09-18,Alibek Kachmazov,Lorenzo Musetti,Lorenzo Musetti,252.0,19.0
2024-09-18,Juncheng Shang,Yannick Hanfmann,Juncheng Shang,67.0,95.0
2024-09-18,Adrian Mannarino,Lorenzo Musetti,Lorenzo Musetti,46.0,19.0
2024-09-18,Juncheng Shang,Alexander Bublik,Juncheng Shang,67.0,27.0
2024-09-18,Nicolas Jarry,Alibek Kachmazov,Alibek Kachmazov,28.0,252.0
2024-09-18,Yannick Hanfmann,Pedro Martinez,Yannick Hanfmann,95.0,42.0
2024-09-18,Christopher Oconnell,Lorenzo Musetti,Lorenzo Musetti,75.0,19.0
2024-09-18,Alexander Bublik,Federico Agustin Gomez,Alexander Bublik,27.0,174.0
2024-09-18,Lukas Klein,Nicolas Jarry,Nicolas Jarry,127.0,28.0
2024-09-18,Pedro Martinez,Aleksandar Vukic,Pedro Martinez,42.0,92.0
2024-09-18,Yi Zhou,Adrian Mannarino,Adrian Mannarino,531.0,46.0
2024-09-18,Yannick Hanfmann,Giovanni Mpetshi Perricard,Yannick Hanfmann,95.0,51.0
2024-09-18,Roman Safiullin,Juncheng Shang,Juncheng Shang,56.0,67.0
2024-09-18,Alibek Kachmazov,Taro Daniel,Alibek Kachmazov,252.0,90.0
2024-09-18,Terence Atmane,Adrian Mannarino,Adrian Mannarino,164.0,46.0
2024-09-18,Taro Daniel,Lorenzo Sonego,Taro Daniel,90.0,50.0
2024-09-18,Fajing Sun,Giovanni Mpetshi Perricard,Giovanni Mpetshi Perricard,359.0,51.0
2024-09-18,Roman Safiullin,Fabio Fognini,Roman Safiullin,56.0,79.0
2024-09-18,Alexandre Muller,Federico Agustin Gomez,Federico Agustin Gomez,70.0,174.0
2024-09-18,Yannick Hanfmann,Shintaro Mochizuki,Yannick Hanfmann,95.0,147.0
2024-09-18,Aleksandar Kovacevic,Alibek Kachmazov,Alibek Kachmazov,72.0,252.0
2024-09-18,Lukas Klein,Adam Walton,Lukas Klein,127.0,94.0
2024-09-18,Pavel Kotov,Christopher Oconnell,Christopher Oconnell,61.0,75.0
2024-09-18,Juncheng Shang,Kei Nishikori,Juncheng Shang,67.0,201.0
2024-09-18,Borna Coric,Aleksandar Vukic,Aleksandar Vukic,97.0,92.0
2024-09-18,Yi Zhou,Chun Hsin Tseng,Yi Zhou,531.0,121.0
2024-09-18,Zhizhen Zhang,Marin Cilic,Marin Cilic,48.0,777.0
2024-09-18,Marin Cilic,Brandon Nakashima,Marin Cilic,777.0,39.0
2024-09-18,Bu Yunchaokete,Zhizhen Zhang,Zhizhen Zhang,124.0,48.0
2024-09-18,Brandon Nakashima,Rinky Hijikata,Brandon Nakashima,39.0,81.0
2024-09-18,Roberto Carballes Baena,Zhizhen Zhang,Zhizhen Zhang,55.0,48.0
2024-09-18,Bu Yunchaokete,Mikhail Kukushkin,Bu Yunchaokete,124.0,112.0
2024-09-18,Yasutaka Uchiyama,Marin Cilic,Marin Cilic,160.0,777.0
2024-09-18,Yasutaka Uchiyama,Holger Rune,Yasutaka Uchiyama,160.0,14.0
2024-09-18,Karen Khachanov,Bu Yunchaokete,Bu Yunchaokete,23.0,124.0
2024-09-18,Brandon Nakashima,Coleman Wong,Brandon Nakashima,39.0,141.0
2024-09-18,Mattia Bellucci,Zhizhen Zhang,Zhizhen Zhang,108.0,48.0
2024-09-18,Rinky Hijikata,Fabian Marozsan,Rinky Hijikata,81.0,49.0
2024-09-18,Yoshihito Nishioka,Marin Cilic,Marin Cilic,54.0,777.0
2024-09-18,Roberto Carballes Baena,Mitchell Krueger,Roberto Carballes Baena,55.0,140.0
2024-09-18,Alexander Shevchenko,Mikhail Kukushkin,Mikhail Kukushkin,58.0,112.0
2024-09-18,Mikhail Kukushkin,Luciano Darderi,Mikhail Kukushkin,112.0,41.0
2024-09-18,Denis Yevseyev,Zhizhen Zhang,Zhizhen Zhang,207.0,48.0
2024-09-18,Fabian Marozsan,Luca Nardi,Fabian Marozsan,49.0,87.0
2024-09-18,Maximilian Marterer,Yoshihito Nishioka,Yoshihito Nishioka,105.0,54.0
2024-09-18,Mattia Bellucci,Aslan Karatsev,Mattia Bellucci,108.0,115.0
2024-09-18,Hugo Gaston,Bu Yunchaokete,Bu Yunchaokete,77.0,124.0
2024-09-18,Roberto Carballes Baena,Corentin Moutet,Roberto Carballes Baena,55.0,69.0
2024-09-18,Zachary Svajda,Marin Cilic,Marin Cilic,135.0,777.0
2024-09-18,Rinky Hijikata,Damir Dzumhur,Rinky Hijikata,81.0,86.0
2024-09-18,Marco Trungelliti,Alexander Shevchenko,Alexander Shevchenko,138.0,58.0
2024-09-18,Yasutaka Uchiyama,James Mccabe,Yasutaka Uchiyama,160.0,302.0
2024-09-18,Yibing Wu,Coleman Wong,Coleman Wong,566.0,141.0
2024-09-20,Carlos Alcaraz,Taylor Fritz,Carlos Alcaraz,3.0,7.0
2024-09-20,Daniil Medvedev,Ben Shelton,Ben Shelton,5.0,17.0
2024-09-20,Alexander Zverev,Frances Tiafoe,Alexander Zverev,2.0,16.0
2024-09-20,Ben Shelton,Carlos Alcaraz,Carlos Alcaraz,17.0,3.0
2024-09-20,Taylor Fritz,Alexander Zverev,Taylor Fritz,7.0,2.0
2024-09-20,Daniil Medvedev,Frances Tiafoe,Frances Tiafoe,5.0,16.0
2024-09-20,Francisco Cerundolo,Casper Ruud,Francisco Cerundolo,31.0,9.0
2024-09-20,Alejandro Tabilo,Grigor Dimitrov,Grigor Dimitrov,22.0,10.0
2024-09-20,Stefanos Tsitsipas,Thanasi Kokkinakis,Stefanos Tsitsipas,12.0,78.0
2024-09-25,Ugo Humbert,Arthur Fils,Arthur Fils,18.0,24.0
2024-09-25,Arthur Fils,Holger Rune,Arthur Fils,24.0,14.0
2024-09-25,Tomas Machac,Ugo Humbert,Ugo Humbert,34.0,18.0
2024-09-25,Holger Rune,Kei Nishikori,Holger Rune,14.0,200.0
2024-09-25,Ben Shelton,Arthur Fils,Arthur Fils,17.0,24.0
2024-09-25,Ugo Humbert,Jack Draper,Ugo Humbert,18.0,20.0
2024-09-25,Alex Michelsen,Tomas Machac,Tomas Machac,49.0,34.0
2024-09-25,Jack Draper,Hubert Hurkacz,Jack Draper,20.0,8.0
2024-09-25,Tommy Paul,Tomas Machac,Tomas Machac,13.0,34.0
2024-09-25,Holger Rune,Yoshihito Nishioka,Holger Rune,14.0,59.0
2024-09-25,Mariano Navone,Ben Shelton,Ben Shelton,40.0,17.0
2024-09-25,Arthur Fils,Matteo Berrettini,Arthur Fils,24.0,45.0
2024-09-25,Brandon Nakashima,Ugo Humbert,Ugo Humbert,36.0,18.0
2024-09-25,Alex Michelsen,Christopher Oconnell,Alex Michelsen,49.0,79.0
2024-09-25,Jordan Thompson,Kei Nishikori,Kei Nishikori,29.0,200.0
2024-09-25,Arthur Fils,Taylor Fritz,Arthur Fils,24.0,7.0
2024-09-25,Marcos Giron,Hubert Hurkacz,Hubert Hurkacz,47.0,8.0
2024-09-25,Jordan Thompson,Casper Ruud,Jordan Thompson,29.0,9.0
2024-09-25,Stefanos Tsitsipas,Alex Michelsen,Alex Michelsen,12.0,49.0
2024-09-25,Tommy Paul,Matteo Arnaldi,Tommy Paul,13.0,33.0
2024-09-25,Alejandro Tabilo,Holger Rune,Holger Rune,22.0,14.0
2024-09-25,Brandon Nakashima,Frances Tiafoe,Brandon Nakashima,36.0,15.0
2024-09-25,Reilly Opelka,Ben Shelton,Ben Shelton,306.0,17.0
2024-09-25,Matteo Berrettini,Botic Van De Zandschulp,Matteo Berrettini,45.0,67.0
2024-09-25,Mattia Bellucci,Jack Draper,Jack Draper,103.0,20.0
2024-09-25,Ugo Humbert,Shintaro Mochizuki,Ugo Humbert,18.0,146.0
2024-09-25,Alexei Popyrin,Tomas Machac,Tomas Machac,23.0,34.0
2024-09-25,Mariano Navone,Luciano Darderi,Mariano Navone,40.0,41.0
2024-09-25,Marin Cilic,Kei Nishikori,Kei Nishikori,373.0,200.0
2024-09-25,Yoshihito Nishioka,Felix Auger Aliassime,Yoshihito Nishioka,59.0,21.0
2024-09-25,Tomas Martin Etcheverry,Christopher Oconnell,Christopher Oconnell,35.0,79.0
2024-09-26,Carlos Alcaraz,Jannik Sinner,Carlos Alcaraz,3.0,1.0
2024-09-26,Bu Yunchaokete,Jannik Sinner,Jannik Sinner,96.0,1.0
2024-09-26,Carlos Alcaraz,Daniil Medvedev,Carlos Alcaraz,3.0,5.0
2024-09-26,Jiri Lehecka,Jannik Sinner,Jannik Sinner,37.0,1.0
2024-09-26,Carlos Alcaraz,Karen Khachanov,Carlos Alcaraz,3.0,27.0
2024-09-26,Flavio Cobolli,Daniil Medvedev,Daniil Medvedev,32.0,5.0
2024-09-26,Bu Yunchaokete,Andrey Rublev,Bu Yunchaokete,96.0,6.0
2024-09-26,Roman Safiullin,Jannik Sinner,Jannik Sinner,69.0,1.0
2024-09-26,Carlos Alcaraz,Tallon Griekspoor,Carlos Alcaraz,3.0,39.0
2024-09-26,Adrian Mannarino,Daniil Medvedev,Daniil Medvedev,44.0,5.0
2024-09-26,Andrey Rublev,Alejandro Davidovich Fokina,Andrey Rublev,6.0,64.0
2024-09-26,Lorenzo Musetti,Bu Yunchaokete,Bu Yunchaokete,19.0,96.0
2024-09-26,Karen Khachanov,Francisco Cerundolo,Karen Khachanov,27.0,31.0
2024-09-26,Pavel Kotov,Flavio Cobolli,Flavio Cobolli,63.0,32.0
2024-09-26,Jiri Lehecka,Roberto Bautista Agut,Jiri Lehecka,37.0,61.0
2024-09-26,Nicolas Jarry,Jannik Sinner,Jannik Sinner,28.0,1.0
2024-09-26,Carlos Alcaraz,Giovanni Mpetshi Perricard,Carlos Alcaraz,3.0,51.0
2024-09-26,Gael Monfils,Daniil Medvedev,Daniil Medvedev,46.0,5.0
2024-09-26,Andrey Rublev,Pablo Carreno Busta,Andrey Rublev,6.0,201.0
2024-09-26,Zizou Bergs,Lorenzo Musetti,Lorenzo Musetti,74.0,19.0
2024-09-26,Karen Khachanov,Roberto Carballes Baena,Karen Khachanov,27.0,53.0
2024-09-26,Alexander Bublik,Flavio Cobolli,Flavio Cobolli,26.0,32.0
2024-09-26,Roberto Bautista Agut,Arthur Rinderknech,Roberto Bautista Agut,61.0,60.0
2024-09-26,Juncheng Shang,Bu Yunchaokete,Bu Yunchaokete,55.0,96.0
2024-09-26,Francisco Cerundolo,Jakub Mensik,Francisco Cerundolo,31.0,66.0
2024-09-26,Zhizhen Zhang,Alejandro Davidovich Fokina,Alejandro Davidovich Fokina,43.0,64.0
2024-09-26,Tallon Griekspoor,Miomir Kecmanovic,Tallon Griekspoor,39.0,54.0
